sexo,altura,peso
M,180.47,91.05
M,179.86,82.36
M,172.88,85.9
M,186.41,92.31
M,191.37,99.13
M,183.52,93.09
M,168.09,80.05
M,156.66,70.96
M,182.61,90.64
M,158.69,67.55
M,172.63,84.64
M,177.02,91.39
M,159.89,68.34
M,181.25,89.57
M,171.02,85.14
M,172.16,87.18
M,175.67,79.51
M,174.91,91.53
M,170.37,92.3
M,170.95,84.98
M,171.51,79.11
M,174.16,81.55
M,181.78,89.82
M,186.0,95.5
M,176.38,76.88
M,181.92,99.94
M,167.05,77.75
M,184.77,94.52
M,170.77,80.77
M,180.03,87.25
M,177.71,85.74
M,167.32,80.84
M,179.98,83.69
M,181.85,89.76
M,177.93,83.84
M,171.45,79.78
M,165.48,63.74
M,175.32,85.08
M,179.89,83.66
M,179.98,86.55
M,172.86,80.3
M,177.39,84.5
M,161.27,72.8
M,169.24,74.42
M,180.05,87.04
M,171.09,82.27
M,178.92,102.42
M,176.35,89.02
M,174.87,84.84
M,181.18,89.19
M,191.22,99.39
M,173.52,79.04
M,169.62,71.99
M,179.25,84.35
M,170.16,72.47
M,171.72,81.14
M,184.86,91.26
M,183.79,79.45
M,179.43,86.1
M,174.15,86.35
M,173.07,87.35
M,161.02,61.99
M,161.73,73.29
M,176.73,88.6
M,175.52,88.26
M,180.25,80.99
M,178.71,88.97
M,175.88,81.36
M,175.09,85.11
M,183.95,92.85
M,173.82,88.27
M,181.85,89.21
M,185.34,90.95
M,174.55,84.56
M,179.32,90.89
M,179.18,95.12
M,155.29,57.07
M,179.88,92.8
M,172.31,87.26
M,183.78,101.88
M,178.02,90.13
M,166.41,73.81
M,176.2,84.97
M,178.9,85.62
M,175.67,90.99
M,175.47,88.12
M,166.69,85.42
M,178.45,79.86
M,188.63,99.11
M,186.51,101.24
M,175.14,81.87
M,176.05,86.83
M,182.8,95.48
M,175.93,89.08
M,176.08,93.48
M,164.01,75.95
M,176.8,85.06
M,182.82,92.11
M,181.31,93.23
M,175.04,84.69
M,179.44,94.15
M,181.84,91.45
M,182.53,92.04
M,162.94,69.8
M,172.93,73.71
M,180.82,87.53
M,173.38,84.51
M,173.11,81.31
M,168.33,72.13
M,164.5,80.39
M,164.07,73.32
M,171.21,72.01
M,183.18,83.77
M,173.09,75.88
M,176.66,84.78
M,182.38,89.0
M,172.9,78.34
M,174.0,93.39
M,175.87,87.14
M,159.53,63.19
M,162.02,76.69
M,181.51,85.81
M,178.71,91.45
M,178.92,88.04
M,173.7,76.27
M,180.21,84.36
M,180.61,93.66
M,178.14,84.42
M,154.78,63.57
M,182.12,90.69
M,180.75,89.48
M,180.66,94.16
M,178.95,82.94
M,183.8,98.0
M,172.48,76.08
M,172.02,81.67
M,182.31,86.37
M,184.9,89.13
M,178.83,85.55
M,185.78,98.54
M,178.91,89.44
M,174.05,80.15
M,158.74,65.53
M,176.09,99.3
M,182.67,92.46
M,183.04,93.41
M,184.68,92.7
M,172.45,80.89
M,177.53,90.77
M,173.53,78.82
M,182.13,92.08
M,166.47,66.19
M,164.65,75.36
M,174.47,90.86
M,191.58,100.78
M,179.31,98.72
M,180.36,88.56
M,171.1,80.82
M,170.6,84.53
M,184.37,92.69
M,172.01,77.9
M,182.31,90.78
M,154.78,69.11
M,173.42,82.31
M,174.37,79.85
M,172.31,84.25
M,183.88,93.75
M,176.17,85.0
M,176.55,90.83
M,170.1,81.94
M,172.87,85.18
M,187.57,93.2
M,178.89,90.33
M,173.64,85.24
M,190.9,113.54
M,167.94,83.52
M,172.15,84.9
M,153.08,60.3
M,179.78,87.89
M,165.4,75.22
M,168.19,81.91
M,175.3,87.01
M,170.55,84.27
M,176.47,94.88
M,177.14,83.32
M,173.49,92.18
M,180.47,86.64
M,172.63,86.62
M,167.07,77.21
M,179.19,88.53
M,174.89,89.23
M,171.75,75.28
M,161.96,71.45
M,177.08,91.39
M,176.68,85.39
M,177.82,83.49
M,173.0,74.25
M,183.12,93.95
M,185.61,95.76
M,187.72,93.73
M,170.19,77.81
M,166.98,75.58
M,162.21,71.4
M,172.17,86.14
M,172.8,82.89
M,168.98,74.72
M,176.17,91.15
M,167.33,79.06
M,173.63,88.21
M,191.86,96.17
M,172.22,84.95
M,172.38,79.65
M,168.91,73.77
M,164.98,73.89
M,176.16,81.88
M,172.57,83.92
M,171.32,77.34
M,176.88,86.3
M,184.01,94.95
M,171.35,82.84
M,177.67,89.12
M,182.07,97.92
M,165.07,76.84
M,152.95,66.66
M,181.39,87.35
M,175.04,91.96
M,186.97,95.92
M,174.47,82.07
M,188.77,95.27
M,171.07,79.21
M,173.64,85.82
M,177.0,85.35
M,174.86,69.61
M,169.04,81.24
M,175.24,84.38
M,170.99,80.78
M,165.0,74.52
M,181.26,96.43
M,174.62,79.22
M,177.58,89.1
M,187.89,98.37
M,175.43,83.27
M,174.62,88.5
M,172.65,75.44
M,167.15,81.18
M,164.03,71.18
M,178.97,87.05
M,181.18,90.0
M,180.26,83.1
M,165.71,71.95
M,176.53,84.64
M,178.29,89.88
M,173.99,83.76
M,175.75,75.41
M,179.23,86.05
M,176.34,90.42
M,177.24,86.86
M,171.38,82.35
M,163.66,75.6
M,169.93,87.1
M,178.18,90.79
M,169.39,77.43
M,156.49,61.99
M,173.13,88.08
M,175.82,99.03
M,177.97,88.84
M,177.5,82.41
M,175.35,82.01
M,179.62,93.24
M,175.47,83.19
M,173.77,83.47
M,178.06,87.09
M,183.38,87.9
M,181.96,91.04
M,174.36,80.92
M,168.6,74.29
M,175.44,93.9
M,174.9,84.16
M,183.62,97.02
M,166.34,78.23
M,179.42,95.62
M,182.78,95.16
M,180.48,97.64
M,177.24,87.07
M,176.36,90.82
M,183.67,90.61
M,167.16,86.89
M,167.42,76.08
M,179.44,92.93
M,165.69,75.92
M,178.3,97.07
M,162.73,66.77
M,169.72,80.82
M,188.25,109.25
M,175.26,95.77
M,177.79,89.14
M,171.37,77.33
M,189.09,96.93
M,178.1,81.76
M,174.72,81.62
M,172.03,80.88
M,179.93,91.35
M,178.65,86.37
M,176.47,86.98
M,180.26,88.09
M,162.93,72.41
M,179.49,91.54
M,176.51,84.23
M,173.96,82.71
M,170.01,80.56
M,169.82,81.8
M,177.45,83.38
M,169.41,71.55
M,179.24,93.11
M,163.39,74.38
M,165.08,65.57
M,173.05,80.69
M,182.76,94.21
M,174.58,83.69
M,180.24,85.61
M,180.08,87.75
M,182.46,94.66
M,166.91,73.61
M,173.97,87.75
M,178.11,82.74
M,169.84,75.48
M,184.01,92.08
M,180.07,88.31
M,173.51,77.7
M,181.85,91.29
M,174.95,87.25
M,176.16,88.2
M,177.89,90.49
M,174.43,84.43
M,168.83,81.99
M,178.56,96.83
M,183.77,91.59
M,178.77,86.06
M,165.13,71.49
M,173.12,80.29
M,177.61,93.93
M,186.52,94.74
M,161.85,71.11
M,158.14,58.65
M,183.41,91.67
M,188.58,100.81
M,178.09,98.41
M,183.39,91.57
M,172.96,79.45
M,172.82,84.4
M,181.41,85.71
M,185.1,99.35
M,176.89,87.52
M,171.92,85.38
M,171.15,81.69
M,161.08,68.43
M,165.65,79.35
M,176.44,87.53
M,175.08,84.72
M,175.81,85.32
M,175.11,78.19
M,171.33,88.52
M,166.06,69.08
M,176.88,79.0
M,164.57,71.21
M,174.91,87.1
M,170.39,82.56
M,170.28,76.16
M,170.93,86.1
M,179.19,88.09
M,166.13,79.9
M,170.46,72.26
M,169.83,78.71
M,182.77,93.24
M,162.66,73.96
M,156.53,67.07
M,180.24,91.68
M,169.96,75.71
M,175.82,76.44
M,171.13,85.63
M,181.71,96.09
M,182.6,92.49
M,186.97,98.16
M,162.8,73.4
M,180.25,88.46
M,178.51,92.29
M,171.31,77.74
M,176.46,84.88
M,174.61,86.08
M,180.09,90.93
M,169.34,71.44
M,172.18,78.76
M,173.88,83.25
M,176.56,87.65
M,177.21,85.66
M,168.88,79.84
M,184.73,99.4
M,181.59,86.18
M,181.54,89.85
M,164.18,74.88
M,177.01,84.54
M,177.81,85.15
M,170.26,71.42
M,177.51,84.25
M,166.01,71.69
M,163.69,62.64
M,173.45,82.28
M,177.64,80.46
M,173.69,86.91
M,171.48,82.96
M,182.56,87.61
M,182.98,82.23
M,174.47,80.97
M,174.47,84.97
M,171.6,87.53
M,176.57,85.92
M,183.4,88.39
M,181.12,89.35
M,176.87,79.56
M,175.78,89.03
M,170.67,84.87
M,183.31,90.28
M,176.86,93.45
M,172.47,83.56
M,164.51,72.16
M,175.33,81.97
M,176.23,87.44
M,160.05,73.8
M,177.23,89.64
M,178.38,88.52
M,164.94,66.12
M,193.72,112.21
M,168.82,75.3
M,173.77,81.39
M,182.32,90.59
M,171.15,90.06
M,178.04,88.99
M,184.71,93.62
M,179.2,86.35
M,163.79,74.68
M,173.79,86.0
M,171.19,81.45
M,177.2,85.71
M,169.7,81.44
M,176.26,92.8
M,178.87,86.56
M,159.24,69.8
M,180.85,95.33
M,165.19,76.48
M,176.72,93.71
M,187.45,96.06
M,172.94,80.46
M,181.48,87.51
M,172.82,80.79
M,172.15,72.16
M,173.18,77.36
M,185.4,93.28
M,177.56,83.14
M,173.22,85.37
M,174.71,87.28
M,171.62,84.39
M,179.89,83.7
M,187.15,95.84
M,159.9,66.09
M,166.26,73.18
M,184.75,95.79
M,174.85,82.35
M,171.37,73.7
M,155.77,63.43
M,186.33,96.28
M,165.5,71.53
M,182.83,100.13
M,179.99,84.11
M,171.75,82.51
M,173.58,82.86
M,178.68,95.93
M,179.03,89.49
M,172.17,82.84
M,184.05,92.27
M,178.9,87.65
M,180.48,96.21
M,176.84,84.53
M,166.83,84.49
M,178.89,78.95
M,176.73,81.97
M,172.94,83.16
M,184.45,90.29
M,180.23,89.16
M,199.46,115.16
M,169.61,71.16
M,175.86,89.61
M,172.02,79.96
M,183.24,92.82
M,172.21,80.64
M,181.5,90.99
M,167.76,77.22
M,171.89,83.96
M,169.5,77.8
M,176.75,79.91
M,165.41,70.93
M,171.3,76.4
M,177.33,92.18
M,186.47,100.8
M,168.21,74.2
M,177.65,81.86
M,182.47,85.74
M,185.94,100.09
M,187.57,103.54
M,170.99,74.07
M,181.67,88.04
M,181.15,95.38
M,173.21,82.11
M,164.35,70.71
M,190.1,96.77
M,172.44,73.92
M,176.16,84.33
M,180.22,89.22
M,175.76,86.88
M,175.94,78.16
M,174.81,86.53
M,170.04,79.0
M,177.6,88.33
M,175.6,87.17
M,182.48,89.13
M,188.13,97.23
M,169.36,79.26
M,157.2,63.87
M,170.82,75.57
M,160.04,71.81
M,183.07,92.01
M,190.21,95.78
M,179.48,84.26
M,166.97,81.42
M,184.81,90.95
M,171.8,74.65
M,154.23,56.08
M,162.24,69.2
M,161.99,72.86
M,183.8,94.07
M,178.83,91.1
M,174.33,87.97
M,168.67,76.34
M,168.53,78.35
M,178.7,82.87
M,171.51,84.05
M,176.68,89.12
M,167.72,76.6
M,174.01,83.28
M,180.93,89.84
M,172.42,80.4
M,169.86,78.5
M,167.52,84.34
M,177.85,82.81
M,173.47,77.98
M,177.84,83.63
M,175.69,78.86
M,177.23,92.29
M,172.94,77.17
M,176.81,82.35
M,177.18,81.72
M,177.4,88.86
M,181.11,87.47
M,166.02,72.07
M,171.02,85.83
M,177.45,87.05
M,174.67,85.21
M,178.49,85.69
M,173.15,90.72
M,174.67,85.14
M,166.38,73.37
M,177.78,84.22
M,183.69,96.05
M,184.56,84.46
M,175.55,83.62
M,177.88,93.37
M,171.85,81.16
M,180.75,88.17
M,165.3,80.61
M,184.27,90.34
M,167.45,67.31
M,183.77,92.1
M,161.37,71.12
M,183.7,95.01
M,173.9,87.33
M,172.07,79.95
M,170.94,75.66
M,162.73,66.16
M,176.61,85.06
M,178.07,91.57
M,169.61,73.28
M,172.61,76.68
M,169.46,83.33
M,181.39,89.75
M,181.37,95.79
M,176.1,88.97
M,180.28,90.63
M,173.24,81.15
M,174.74,77.35
M,158.63,68.36
M,166.48,76.34
M,181.43,83.62
M,175.49,90.0
M,168.13,80.1
M,180.71,93.33
M,165.03,75.64
M,173.09,89.57
M,159.19,75.34
M,163.9,71.01
M,176.3,81.01
M,168.06,84.96
M,178.28,82.96
M,180.29,83.35
M,177.16,80.97
M,175.24,88.64
M,172.7,85.14
M,175.58,86.5
M,175.68,79.11
M,172.47,78.89
M,171.94,80.34
M,183.97,85.81
M,168.99,81.78
M,171.18,84.17
M,182.41,93.41
M,166.53,78.39
M,173.43,84.68
M,187.07,101.28
M,172.55,82.68
M,171.27,85.47
M,182.89,96.65
M,178.81,90.71
M,172.69,82.46
M,181.82,87.58
M,173.51,83.7
M,176.76,89.52
M,178.04,89.19
M,177.06,83.49
M,177.14,80.28
M,166.18,86.16
M,173.5,81.03
M,170.63,78.23
M,182.06,91.13
M,171.18,79.22
M,181.95,91.06
M,177.08,82.53
M,170.62,77.25
M,178.91,84.74
M,179.81,90.88
M,173.31,76.17
M,177.05,86.96
M,179.56,83.77
M,177.24,83.84
M,172.61,75.55
M,183.56,94.16
M,191.62,104.78
M,174.19,82.32
M,182.06,87.74
M,174.69,80.45
M,177.4,86.31
M,183.86,103.52
M,178.6,87.53
M,183.18,92.1
M,164.35,78.74
M,172.7,75.83
M,171.23,74.78
M,177.97,84.78
M,173.81,83.58
M,168.51,79.97
M,185.44,87.58
M,173.24,91.06
M,170.62,82.5
M,181.54,91.38
M,177.84,81.55
M,188.98,103.34
M,181.49,95.57
M,162.67,70.05
M,166.52,73.94
M,171.57,88.84
M,163.11,69.29
M,184.26,90.15
M,171.44,75.97
M,169.42,80.42
M,176.24,90.05
M,184.37,85.78
M,178.53,88.87
M,182.12,97.43
M,181.18,93.36
M,169.45,77.14
M,186.47,99.23
M,182.36,94.86
M,174.83,78.14
M,190.43,107.76
M,160.72,74.64
M,180.05,86.43
M,175.62,82.44
M,170.87,77.78
M,177.53,86.23
M,187.11,100.94
M,166.44,83.66
M,174.01,86.82
M,176.01,84.21
M,179.18,95.35
M,187.74,91.82
M,171.19,65.44
M,184.76,84.92
M,183.33,98.67
M,175.25,82.96
M,169.34,79.47
M,180.04,82.55
M,179.77,92.19
M,177.98,85.4
M,170.41,74.64
M,167.81,69.43
M,180.02,99.7
M,180.33,84.32
M,174.57,86.91
M,177.19,89.24
M,171.16,83.25
M,170.68,80.26
M,170.36,80.44
M,181.08,85.26
M,158.68,66.25
M,176.64,82.92
M,178.03,78.84
M,180.73,88.17
M,169.88,78.72
M,165.05,68.7
M,177.87,89.86
M,168.01,91.69
M,186.07,93.25
M,175.77,84.03
M,182.11,89.53
M,171.98,76.62
M,178.86,91.48
M,186.76,91.77
M,192.59,104.53
M,181.28,97.2
M,173.09,87.16
M,170.48,82.02
M,177.93,84.63
M,166.16,77.99
M,181.85,92.19
M,182.09,92.34
M,166.15,73.02
M,177.2,84.88
M,188.54,99.66
M,167.28,79.27
M,185.22,95.14
M,178.73,93.7
M,168.33,81.02
M,167.87,75.53
M,155.74,67.98
M,187.9,97.16
M,182.79,96.93
M,188.3,92.7
M,181.87,94.36
M,175.59,93.82
M,167.05,73.07
M,182.59,90.86
M,169.49,76.11
M,170.9,83.51
M,182.41,93.33
M,164.55,78.88
M,177.99,80.11
M,160.62,72.2
M,173.32,78.59
M,175.21,88.51
M,182.04,96.66
M,175.92,83.76
M,180.12,93.16
M,168.37,86.76
M,180.44,94.01
M,168.22,76.77
M,169.13,79.4
M,164.78,74.43
M,174.18,90.49
M,175.1,80.84
M,183.52,87.77
M,183.18,95.67
M,173.67,83.75
M,178.44,94.38
M,184.29,97.65
M,179.34,89.75
M,177.61,89.36
M,177.02,86.25
M,171.56,77.06
M,168.77,74.07
M,168.03,76.32
M,182.38,86.34
M,194.19,96.95
M,161.62,71.98
M,175.98,80.65
M,185.05,95.48
M,170.35,79.42
M,175.62,84.76
M,171.15,74.48
M,175.23,84.39
M,181.49,88.97
M,170.62,79.09
M,170.36,80.25
M,188.34,102.03
M,175.05,96.68
M,177.73,88.56
M,164.44,77.74
M,161.36,69.91
M,168.5,81.54
M,175.25,90.62
M,165.08,69.7
M,177.07,83.97
M,166.06,77.63
M,165.66,73.36
M,168.76,84.37
M,184.28,101.94
M,161.58,70.5
M,173.66,84.16
M,175.16,86.8
M,175.11,77.98
M,165.69,80.25
M,181.92,88.19
M,184.08,103.76
M,176.7,79.58
M,173.74,92.02
M,172.48,80.12
M,182.51,96.65
M,176.56,80.38
M,176.91,96.12
M,180.06,88.8
M,174.98,87.04
M,175.08,75.94
M,185.62,95.35
M,178.26,96.92
M,172.2,77.67
M,177.61,96.04
M,172.45,85.56
M,170.92,84.82
M,174.07,87.33
M,173.4,87.76
M,168.84,80.88
M,181.78,80.71
M,176.69,76.51
M,172.86,82.65
M,177.74,89.77
M,169.73,85.84
M,183.99,95.58
M,175.71,89.18
M,176.1,82.61
M,177.66,78.43
M,178.33,88.09
M,189.5,103.28
M,170.0,74.49
M,178.68,86.55
M,165.71,75.96
M,168.83,84.23
M,177.04,82.2
M,183.43,96.22
M,177.14,82.17
M,183.25,87.03
M,184.8,93.76
M,184.89,89.97
M,168.96,75.04
M,171.31,79.1
M,189.4,106.51
M,178.11,84.71
M,179.03,89.15
M,186.37,101.77
M,172.24,77.32
M,168.59,76.19
M,171.75,86.52
M,158.9,59.99
M,175.35,86.28
M,172.09,78.31
M,173.43,80.57
M,183.76,96.67
M,195.6,114.05
M,171.44,85.71
M,170.37,82.66
M,182.42,98.61
M,172.43,78.74
M,165.65,75.34
M,176.24,95.48
M,178.33,90.1
M,167.45,72.25
M,168.13,79.84
M,168.51,75.16
M,177.18,82.17
M,174.63,83.09
M,170.23,74.8
M,174.6,83.19
M,170.09,75.49
M,162.39,72.09
M,177.96,89.44
M,184.24,93.24
M,181.44,90.46
M,168.29,81.31
M,173.03,82.92
M,176.36,90.87
M,172.54,79.08
M,183.39,98.91
M,181.54,92.01
M,187.41,101.89
M,178.82,79.68
M,183.94,98.76
M,175.86,80.89
M,176.88,93.12
M,166.47,71.99
M,176.48,93.82
M,172.42,92.29
M,172.54,83.22
M,171.46,75.47
M,179.61,82.58
M,175.05,77.41
M,181.36,91.87
M,170.24,85.17
M,166.24,71.26
M,179.01,87.45
M,173.31,82.38
M,180.78,94.9
M,163.65,76.57
M,166.98,78.87
M,173.21,75.53
M,178.52,83.37
M,186.35,101.93
M,187.19,99.07
M,182.52,96.95
M,187.57,94.51
M,189.44,96.71
M,177.93,88.44
M,181.93,87.71
M,175.07,84.59
M,170.58,79.93
M,179.09,97.19
M,170.44,69.5
M,172.88,76.44
M,176.67,79.31
M,170.96,78.52
M,176.97,85.97
M,171.13,84.91
M,171.71,81.22
M,173.96,82.33
M,175.03,87.28
M,181.39,89.13
M,177.91,81.84
M,182.15,95.97
M,165.14,73.54
M,175.66,87.63
M,169.11,83.8
M,164.06,74.23
M,172.42,84.6
M,177.43,91.57
M,169.99,82.92
M,175.22,83.12
M,175.63,91.74
M,168.43,76.37
M,179.16,96.36
M,179.27,89.9
M,162.38,69.97
M,179.21,83.63
M,184.64,101.97
M,184.0,91.11
M,160.48,65.67
M,170.06,78.44
M,199.7,111.46
M,174.13,88.13
M,165.29,67.74
M,182.99,93.89
M,172.63,86.35
M,181.23,94.3
M,178.95,91.15
M,187.16,100.11
M,161.97,72.26
M,169.55,82.52
M,178.7,84.31
M,182.73,90.12
M,183.92,95.42
M,172.18,81.68
M,179.27,87.32
M,181.51,91.58
M,172.48,80.45
M,190.48,102.97
M,172.38,91.83
M,171.34,76.0
M,186.05,98.62
M,163.07,79.32
M,185.53,96.32
M,174.6,90.65
M,179.06,92.49
M,175.66,70.45
M,178.48,87.4
M,177.32,90.58
M,180.79,93.27
M,166.26,78.84
M,170.26,85.35
M,178.32,90.59
M,175.57,87.26
M,163.19,69.45
M,180.66,89.03
M,161.59,76.63
M,176.36,97.34
M,175.13,80.3
M,176.2,82.6
M,175.04,80.39
M,173.31,80.1
M,186.34,91.73
M,177.85,91.27
M,188.74,95.38
M,183.39,99.02
M,175.28,84.31
M,182.8,94.28
M,176.32,88.59
M,159.92,70.05
M,160.46,63.46
M,172.07,89.78
M,185.51,96.04
M,168.61,83.12
M,169.68,82.91
M,167.58,80.44
M,171.57,72.37
M,162.75,71.12
M,175.21,74.72
M,172.71,80.57
M,194.87,107.12
M,180.26,89.47
M,178.57,88.99
M,177.47,90.89
M,187.31,97.6
M,182.96,94.66
M,167.93,84.75
M,169.61,81.02
M,181.48,95.35
M,169.26,70.65
M,182.51,92.36
M,186.98,94.2
M,174.99,91.57
M,184.81,96.05
M,188.46,102.21
M,184.14,79.46
M,177.17,83.53
M,158.0,64.53
M,169.83,77.9
M,168.73,87.07
M,178.84,81.0
M,177.58,85.44
M,179.8,93.71
M,178.27,91.34
M,181.12,91.85
M,164.73,72.68
M,159.39,67.18
M,171.75,79.58
M,185.25,101.74
M,174.44,82.64
M,165.64,72.05
M,162.13,67.55
M,183.15,92.55
M,178.45,97.03
M,178.96,86.56
M,185.67,96.81
M,175.85,87.58
M,177.57,90.27
M,180.39,92.47
M,180.16,93.3
M,178.62,83.38
M,176.52,92.24
M,175.46,92.64
M,190.6,101.74
M,177.7,85.63
M,183.99,94.18
M,182.1,93.87
M,184.55,87.06
M,180.8,92.83
M,175.17,87.48
M,171.05,89.6
M,182.35,90.67
M,175.38,85.04
M,168.47,75.58
M,176.95,82.73
M,166.98,72.56
M,162.44,70.76
M,166.73,70.89
M,175.4,77.92
M,168.72,75.93
M,176.08,94.79
M,172.71,83.97
M,175.04,78.44
M,182.01,91.87
M,164.51,77.07
M,181.24,92.25
M,171.59,79.68
M,165.98,73.79
M,167.83,80.89
M,162.43,67.74
M,175.85,78.85
M,187.67,95.09
M,178.43,86.58
M,162.86,66.86
M,170.24,87.03
M,176.97,88.2
M,176.01,90.25
M,171.95,81.32
M,164.13,76.67
M,162.5,64.57
M,180.92,96.5
M,181.96,89.1
M,170.26,77.9
M,159.11,63.52
M,179.44,91.29
M,169.9,78.97
M,193.65,104.01
M,182.44,96.56
M,175.43,88.37
M,181.11,101.77
M,181.84,95.28
M,173.06,86.9
M,177.4,79.02
M,195.75,113.0
M,170.9,82.68
M,169.66,73.29
M,168.02,77.47
M,173.19,77.8
M,182.49,87.27
M,171.77,80.85
M,174.39,85.54
M,166.64,86.19
M,194.4,110.35
M,178.92,97.15
M,156.25,61.9
M,176.54,90.14
M,162.1,70.39
M,170.67,79.65
M,175.52,87.29
M,175.69,84.51
M,170.57,83.32
M,172.26,86.06
M,175.05,83.06
M,167.94,66.31
M,171.35,82.99
M,173.56,92.84
M,172.03,79.81
M,182.33,89.14
M,170.76,82.8
M,174.76,83.81
M,176.59,83.51
M,173.95,80.99
M,179.23,82.19
M,176.71,90.64
M,164.38,75.8
M,177.36,93.71
M,179.8,90.24
M,173.3,86.11
M,170.26,83.12
M,169.25,75.05
M,178.99,84.95
M,188.7,100.85
M,175.91,78.6
M,175.56,85.72
M,188.93,96.91
M,176.79,87.87
M,175.31,79.11
M,179.59,92.17
M,188.85,92.72
M,180.69,90.19
M,183.19,92.25
M,161.17,66.88
M,173.19,82.4
M,174.92,86.36
M,174.57,85.43
M,169.67,78.26
M,158.32,63.71
M,185.95,100.6
M,175.95,78.37
M,175.07,89.03
M,168.44,74.15
M,180.11,91.34
M,187.05,90.22
M,185.06,91.17
M,178.37,89.34
M,171.81,84.79
M,165.26,71.23
M,177.03,82.19
M,183.61,85.81
M,185.25,95.28
M,178.89,89.23
M,187.64,98.71
M,167.27,76.96
M,171.4,83.56
M,168.68,82.51
M,175.56,79.18
M,188.77,104.13
M,176.55,87.47
M,179.45,90.67
M,173.01,77.77
M,180.04,86.49
M,181.53,89.55
M,172.26,83.32
M,179.23,87.69
M,175.39,82.29
M,166.51,74.62
M,177.18,87.75
M,169.29,78.16
M,173.16,88.45
M,186.28,92.11
M,156.13,58.39
M,175.29,80.31
M,177.48,81.5
M,183.68,92.53
M,174.4,80.78
M,184.87,91.1
M,174.33,84.16
M,175.06,88.12
M,180.19,90.56
M,186.12,100.44
M,168.64,85.36
M,171.18,78.53
M,187.89,91.27
M,177.69,86.86
M,166.18,75.23
M,175.56,92.35
M,188.74,96.23
M,171.28,71.87
M,177.92,92.89
M,167.25,71.76
M,176.65,82.41
M,164.78,78.39
M,167.79,76.2
M,169.0,72.42
M,168.51,77.88
M,181.87,94.81
M,167.98,73.79
M,183.08,96.7
M,171.15,83.79
M,175.77,79.93
M,169.55,75.46
M,186.13,91.36
M,174.21,86.65
M,182.32,88.46
M,181.15,96.16
M,170.39,76.16
M,181.42,97.59
M,167.06,77.37
M,171.23,88.67
M,167.21,73.98
M,186.17,101.55
M,165.57,74.86
M,165.99,70.89
M,183.79,90.71
M,170.15,79.92
M,169.23,81.22
M,175.47,80.23
M,183.16,93.71
M,189.97,97.63
M,182.36,90.41
M,167.93,78.2
M,175.36,87.13
M,164.61,66.84
M,180.62,83.53
M,171.02,78.5
M,175.45,78.64
M,180.57,82.11
M,162.39,73.59
M,177.6,83.36
M,177.14,93.73
M,165.42,75.89
M,181.88,95.4
M,185.18,96.53
M,169.39,76.75
M,176.85,77.75
M,162.78,74.6
M,183.99,96.14
M,180.94,94.57
M,175.4,79.9
M,191.91,99.29
M,169.92,80.55
M,186.18,88.43
M,167.29,79.63
M,174.7,79.19
M,176.13,84.46
M,172.63,78.89
M,175.79,85.45
M,174.01,90.67
M,180.47,86.0
M,180.46,93.75
M,176.54,85.58
M,190.44,112.88
M,174.0,83.34
M,179.39,89.09
M,171.18,76.44
M,165.21,80.88
M,179.87,89.06
M,179.71,89.04
M,184.15,90.24
M,178.87,93.2
M,191.97,108.56
M,165.42,77.14
M,176.2,86.82
M,172.91,84.97
M,182.71,97.65
M,183.19,92.74
M,187.74,103.08
M,166.82,82.27
M,186.38,90.72
M,187.32,89.63
M,164.08,78.92
M,168.42,82.55
M,167.57,80.59
M,174.25,81.28
M,170.53,82.99
M,174.32,83.59
M,181.57,104.16
M,181.73,90.63
M,174.29,83.07
M,184.48,92.88
M,177.15,84.69
M,169.26,76.22
M,172.76,81.72
M,179.33,85.47
M,171.11,75.88
M,182.35,87.74
M,168.69,82.88
M,173.16,86.29
M,172.6,82.37
M,165.95,83.36
M,177.44,84.56
M,167.15,77.43
M,180.08,97.55
M,181.61,88.67
M,188.37,101.43
M,182.84,97.73
M,167.59,76.41
M,175.27,89.07
M,173.9,83.31
M,165.2,74.54
M,187.15,101.43
M,176.66,79.96
M,175.06,82.01
M,172.03,76.45
M,170.05,79.31
M,176.64,85.32
M,178.94,90.44
M,166.88,78.57
M,164.62,74.13
M,190.69,103.98
M,171.56,75.45
M,177.77,93.74
M,186.52,97.98
M,178.31,87.33
M,183.27,82.21
M,182.42,94.22
M,173.4,86.4
M,175.24,85.63
M,175.09,90.55
M,177.16,88.69
M,168.21,75.32
M,163.83,74.72
M,180.61,92.53
M,178.65,84.94
M,172.83,76.85
M,170.47,79.73
M,182.48,94.33
M,182.23,89.78
M,171.32,87.36
M,166.92,73.94
M,176.21,92.98
M,169.27,76.12
M,172.16,78.65
M,186.35,93.46
M,175.66,84.1
M,187.31,90.5
M,177.04,89.52
M,167.25,74.52
M,191.66,93.67
M,166.83,81.87
M,178.9,90.3
M,183.4,88.71
M,180.43,87.43
M,184.06,102.35
M,153.02,69.78
M,181.57,87.55
M,174.31,74.11
M,179.43,85.05
M,178.08,99.73
M,170.52,79.45
M,169.68,79.4
M,167.78,73.72
M,166.22,76.83
M,174.38,88.42
M,176.62,79.75
M,187.79,99.13
M,172.83,84.0
M,177.36,90.82
M,174.17,87.24
M,175.22,84.52
M,174.03,84.53
M,178.08,83.52
M,167.2,71.13
M,168.36,74.32
M,172.01,80.59
M,174.43,82.63
M,185.08,97.73
M,175.26,77.75
M,188.85,95.42
M,180.03,84.49
